  1.2400000e+002  1.1000000e+003  0.0000000e+000
  1.2400000e+002  1.1300000e+003  0.0000000e+000
  1.2400000e+002  1.2000000e+003  6.7837000e-004
  1.2400000e+002  1.2300000e+003  1.3216200e-003
  1.2400000e+002  1.3000000e+003  1.3216200e-003
  1.2400000e+002  1.3300000e+003  1.3216200e-003
  1.2400000e+002  1.4000000e+003  1.3216200e-003
  1.2400000e+002  1.4300000e+003  1.9457000e-003
  1.2400000e+002  1.5000000e+003  3.8940900e-003
  1.2400000e+002  1.5300000e+003  1.5527700e-003
  1.2400000e+002  1.6000000e+003  4.5963000e-004
  1.2400000e+002  1.6300000e+003 -3.7730000e-005
  1.2400000e+002  1.7000000e+003 -8.8072000e-004
  1.2400000e+002  1.7300000e+003 -3.7596400e-003
  1.2400000e+002  1.8000000e+003 -7.2759400e-003
  1.2400000e+002  1.8300000e+003 -9.4313500e-003
  1.2400000e+002  1.9000000e+003 -1.2635620e-002
  1.2400000e+002  1.9300000e+003 -1.2635620e-002
  1.2400000e+002  2.0000000e+003 -1.3871970e-002
  1.2400000e+002  2.0300000e+003 -1.5186080e-002
  1.2400000e+002  2.1000000e+003 -1.5522290e-002
  1.2400000e+002  2.1300000e+003 -1.5820620e-002
  1.2400000e+002  2.2000000e+003 -1.5987710e-002
  1.2400000e+002  2.2300000e+003 -1.6199330e-002
  1.2400000e+002  2.3000000e+003 -1.6281510e-002
  1.2400000e+002  2.3300000e+003 -1.6178100e-002
  1.2400000e+002  2.4000000e+003 -1.6281510e-002
  1.2500000e+002  3.0000000e+001 -1.6322920e-002
  1.2500000e+002  1.0000000e+002 -1.6322920e-002
  1.2500000e+002  1.3000000e+002 -1.6322920e-002
  1.2500000e+002  2.0000000e+002 -1.6281510e-002
  1.2500000e+002  2.3000000e+002 -1.6322920e-002
  1.2500000e+002  3.0000000e+002 -1.6322920e-002
  1.2500000e+002  3.3000000e+002 -1.6322920e-002
  1.2500000e+002  4.0000000e+002 -1.6219500e-002
  1.2500000e+002  4.3000000e+002 -1.7279330e-002
  1.2500000e+002  5.0000000e+002 -1.8104740e-002
  1.2500000e+002  5.3000000e+002 -2.0625300e-002
  1.2500000e+002  6.0000000e+002 -2.0625300e-002
  1.2500000e+002  6.3000000e+002 -2.1448550e-002
  1.2500000e+002  7.0000000e+002 -2.1622190e-002
  1.2500000e+002  7.3000000e+002 -2.2719480e-002
  1.2500000e+002  8.0000000e+002 -2.4532000e-002
  1.2500000e+002  8.3000000e+002 -2.4532000e-002
  1.2500000e+002  9.0000000e+002 -2.4532000e-002
  1.2500000e+002  9.3000000e+002 -2.5061450e-002
  1.2500000e+002  1.0000000e+003 -2.5380670e-002
  1.2500000e+002  1.0300000e+003 -2.5380670e-002
  1.2500000e+002  1.1000000e+003 -2.5380670e-002
  1.2500000e+002  1.1300000e+003 -2.5380670e-002
  1.2500000e+002  1.2000000e+003 -2.6837570e-002
  1.2500000e+002  1.2300000e+003 -2.9042030e-002
  1.2500000e+002  1.3000000e+003 -3.1141750e-002
  1.2500000e+002  1.3300000e+003 -3.3571630e-002
  1.2500000e+002  1.4000000e+003 -3.3571630e-002
  1.2500000e+002  1.4300000e+003 -3.5250580e-002
  1.2500000e+002  1.5000000e+003 -3.5250580e-002
  1.2500000e+002  1.5300000e+003 -3.5250580e-002
  1.2500000e+002  1.6000000e+003 -3.5250580e-002
  1.2500000e+002  1.6300000e+003 -3.2984470e-002
  1.2500000e+002  1.7000000e+003 -2.6127070e-002
  1.2500000e+002  1.7300000e+003 -2.0375340e-002
  1.2500000e+002  1.8000000e+003 -1.9274110e-002
  1.2500000e+002  1.8300000e+003 -1.8360470e-002
  1.2500000e+002  1.9000000e+003 -1.6585900e-002
  1.2500000e+002  1.9300000e+003 -1.6585900e-002
  1.2500000e+002  2.0000000e+003 -1.6196210e-002
  1.2500000e+002  2.0300000e+003 -1.6196210e-002
  1.2500000e+002  2.1000000e+003 -1.5179600e-002
  1.2500000e+002  2.1300000e+003 -1.4905330e-002
  1.2500000e+002  2.2000000e+003 -1.4678280e-002
  1.2500000e+002  2.2300000e+003 -1.4658710e-002
  1.2500000e+002  2.3000000e+003 -1.4658710e-002
  1.2500000e+002  2.3300000e+003 -1.4599280e-002
  1.2500000e+002  2.4000000e+003 -1.4456250e-002
  1.2600000e+002  3.0000000e+001 -1.4144720e-002
  1.2600000e+002  1.0000000e+002 -1.3780490e-002
  1.2600000e+002  1.3000000e+002 -1.3409190e-002
  1.2600000e+002  2.0000000e+002 -1.3075680e-002
  1.2600000e+002  2.3000000e+002 -1.2803490e-002
  1.2600000e+002  3.0000000e+002 -1.2498620e-002
  1.2600000e+002  3.3000000e+002 -1.2183710e-002
  1.2600000e+002  4.0000000e+002 -1.2183710e-002
  1.2600000e+002  4.3000000e+002 -1.2183710e-002
  1.2600000e+002  5.0000000e+002 -1.1012360e-002
  1.2600000e+002  5.3000000e+002 -9.2581000e-003
  1.2600000e+002  6.0000000e+002 -8.4159200e-003
  1.2600000e+002  6.3000000e+002 -8.1842600e-003
  1.2600000e+002  7.0000000e+002 -7.5326600e-003
  1.2600000e+002  7.3000000e+002 -6.6015200e-003
  1.2600000e+002  8.0000000e+002 -5.1681900e-003
  1.2600000e+002  8.3000000e+002 -3.5905500e-003
  1.2600000e+002  9.0000000e+002 -3.5905500e-003
  1.2600000e+002  9.3000000e+002 -3.5905500e-003
  1.2600000e+002  1.0000000e+003 -3.5905500e-003
  1.2600000e+002  1.0300000e+003 -3.5905500e-003
  1.2600000e+002  1.1000000e+003 -7.2781300e-003
  1.2600000e+002  1.1300000e+003 -1.2924950e-002
  1.2600000e+002  1.2000000e+003 -2.3000490e-002
  1.2600000e+002  1.2300000e+003 -3.1842880e-002
  1.2600000e+002  1.3000000e+003 -3.2521730e-002
  1.2600000e+002  1.3300000e+003 -3.4543850e-002
  1.2600000e+002  1.4000000e+003 -3.6704320e-002
  1.2600000e+002  1.4300000e+003 -3.6704320e-002
  1.2600000e+002  1.5000000e+003 -3.6704320e-002
  1.2600000e+002  1.5300000e+003 -3.4992580e-002
  1.2600000e+002  1.6000000e+003 -3.2521730e-002
  1.2600000e+002  1.6300000e+003 -3.2521730e-002
  1.2600000e+002  1.7000000e+003 -3.1864870e-002
  1.2600000e+002  1.7300000e+003 -2.6287330e-002
  1.2600000e+002  1.8000000e+003 -2.1038090e-002
  1.2600000e+002  1.8300000e+003 -1.8998110e-002
  1.2600000e+002  1.9000000e+003 -1.8998110e-002
  1.2600000e+002  1.9300000e+003 -1.8998110e-002
  1.2600000e+002  2.0000000e+003 -2.1038090e-002
  1.2600000e+002  2.0300000e+003 -2.7022270e-002
  1.2600000e+002  2.1000000e+003 -3.3023620e-002
  1.2600000e+002  2.1300000e+003 -3.3023620e-002
  1.2600000e+002  2.2000000e+003 -3.3072230e-002
  1.2600000e+002  2.2300000e+003 -4.1579590e-002
  1.2600000e+002  2.3000000e+003 -4.5939460e-002
  1.2600000e+002  2.3300000e+003 -4.5939460e-002
  1.2600000e+002  2.4000000e+003 -4.5939460e-002
  1.2700000e+002  3.0000000e+001 -4.5939460e-002
  1.2700000e+002  1.0000000e+002 -4.5939460e-002
  1.2700000e+002  1.3000000e+002 -3.8874520e-002
  1.2700000e+002  2.0000000e+002 -3.3411060e-002
  1.2700000e+002  2.3000000e+002 -2.9266330e-002
  1.2700000e+002  3.0000000e+002 -2.6803170e-002
  1.2700000e+002  3.3000000e+002 -2.5560560e-002
  1.2700000e+002  4.0000000e+002 -2.4439520e-002
  1.2700000e+002  4.3000000e+002 -2.2934810e-002
  1.2700000e+002  5.0000000e+002 -2.2115220e-002
  1.2700000e+002  5.3000000e+002 -2.1579500e-002
  1.2700000e+002  6.0000000e+002 -2.1005870e-002
  1.2700000e+002  6.3000000e+002 -2.1005870e-002
  1.2700000e+002  7.0000000e+002 -2.1579500e-002
  1.2700000e+002  7.3000000e+002 -2.1579500e-002
  1.2700000e+002  8.0000000e+002 -2.1005870e-002
  1.2700000e+002  8.3000000e+002 -2.0819100e-002
  1.2700000e+002  9.0000000e+002 -2.0573290e-002
  1.2700000e+002  9.3000000e+002 -1.9939110e-002
  1.2700000e+002  1.0000000e+003 -1.9536540e-002
  1.2700000e+002  1.0300000e+003 -1.9318170e-002
  1.2700000e+002  1.1000000e+003 -1.9318170e-002
  1.2700000e+002  1.1300000e+003 -1.7821840e-002
  1.2700000e+002  1.2000000e+003 -1.5468870e-002
  1.2700000e+002  1.2300000e+003 -1.4046950e-002
  1.2700000e+002  1.3000000e+003 -1.4046950e-002
  1.2700000e+002  1.3300000e+003 -1.3729910e-002
  1.2700000e+002  1.4000000e+003 -1.3729910e-002
  1.2700000e+002  1.4300000e+003 -1.3729910e-002
  1.2700000e+002  1.5000000e+003 -1.3140730e-002
  1.2700000e+002  1.5300000e+003 -1.3260740e-002
  1.2700000e+002  1.6000000e+003 -1.4429490e-002
  1.2700000e+002  1.6300000e+003 -1.5896370e-002
  1.2700000e+002  1.7000000e+003 -2.1292880e-002
  1.2700000e+002  1.7300000e+003 -2.6973520e-002
  1.2700000e+002  1.8000000e+003 -2.9534830e-002
  1.2700000e+002  1.8300000e+003 -2.9534830e-002
  1.2700000e+002  1.9000000e+003 -2.9534830e-002
  1.2700000e+002  1.9300000e+003 -3.1571320e-002
  1.2700000e+002  2.0000000e+003 -3.1658990e-002
  1.2700000e+002  2.0300000e+003 -3.4189380e-002
  1.2700000e+002  2.1000000e+003 -3.7211060e-002
  1.2700000e+002  2.1300000e+003 -3.7211060e-002
  1.2700000e+002  2.2000000e+003 -3.7211060e-002
  1.2700000e+002  2.2300000e+003 -3.7211060e-002
  1.2700000e+002  2.3000000e+003 -3.9446430e-002
  1.2700000e+002  2.3300000e+003 -4.2142970e-002
  1.2700000e+002  2.4000000e+003 -4.3339340e-002
  1.2800000e+002  3.0000000e+001 -4.1827930e-002
  1.2800000e+002  1.0000000e+002 -4.1827930e-002
  1.2800000e+002  1.3000000e+002 -4.1827930e-002
  1.2800000e+002  2.0000000e+002 -4.1827930e-002
  1.2800000e+002  2.3000000e+002 -3.6460130e-002
  1.2800000e+002  3.0000000e+002 -3.2266340e-002
  1.2800000e+002  3.3000000e+002 -3.2266340e-002
  1.2800000e+002  4.0000000e+002 -3.2266340e-002
  1.2800000e+002  4.3000000e+002 -3.2266340e-002
  1.2800000e+002  5.0000000e+002 -3.2266340e-002
  1.2800000e+002  5.3000000e+002 -3.2621290e-002
  1.2800000e+002  6.0000000e+002 -3.2998480e-002
  1.2800000e+002  6.3000000e+002 -3.3096650e-002
  1.2800000e+002  7.0000000e+002 -3.3096650e-002
  1.2800000e+002  7.3000000e+002 -3.3096650e-002
  1.2800000e+002  8.0000000e+002 -3.3755260e-002
  1.2800000e+002  8.3000000e+002 -3.4559940e-002
  1.2800000e+002  9.0000000e+002 -3.4559940e-002
  1.2800000e+002  9.3000000e+002 -3.4559940e-002
  1.2800000e+002  1.0000000e+003 -3.7583540e-002
  1.2800000e+002  1.0300000e+003 -4.0701710e-002
  1.2800000e+002  1.1000000e+003 -4.0701710e-002
  1.2800000e+002  1.1300000e+003 -4.0701710e-002
  1.2800000e+002  1.2000000e+003 -4.0701710e-002
  1.2800000e+002  1.2300000e+003 -4.0701710e-002
  1.2800000e+002  1.3000000e+003 -3.5974120e-002
  1.2800000e+002  1.3300000e+003 -3.4059540e-002
  1.2800000e+002  1.4000000e+003 -3.0048870e-002
  1.2800000e+002  1.4300000e+003 -2.8274990e-002
  1.2800000e+002  1.5000000e+003 -2.6372810e-002
  1.2800000e+002  1.5300000e+003 -2.4054690e-002
  1.2800000e+002  1.6000000e+003 -2.1414330e-002
  1.2800000e+002  1.6300000e+003 -1.9549330e-002
  1.2800000e+002  1.7000000e+003 -1.9549330e-002
  1.2800000e+002  1.7300000e+003 -2.2159520e-002
  1.2800000e+002  1.8000000e+003 -2.2159520e-002
  1.2800000e+002  1.8300000e+003 -2.2159520e-002
  1.2800000e+002  1.9000000e+003 -2.2159520e-002
  1.2800000e+002  1.9300000e+003 -2.7236830e-002
  1.2800000e+002  2.0000000e+003 -3.0280080e-002
  1.2800000e+002  2.0300000e+003 -3.2266520e-002
  1.2800000e+002  2.1000000e+003 -3.4834760e-002
  1.2800000e+002  2.1300000e+003 -3.5075120e-002
  1.2800000e+002  2.2000000e+003 -3.5919770e-002
  1.2800000e+002  2.2300000e+003 -3.5919770e-002
  1.2800000e+002  2.3000000e+003 -3.5919770e-002
  1.2800000e+002  2.3300000e+003 -3.5075120e-002
  1.2800000e+002  2.4000000e+003 -3.3994540e-002
  1.2900000e+002  3.0000000e+001 -3.2322900e-002
  1.2900000e+002  1.0000000e+002 -3.2563260e-002
  1.2900000e+002  1.3000000e+002 -3.1405910e-002
  1.2900000e+002  2.0000000e+002 -3.1405910e-002
  1.2900000e+002  2.3000000e+002 -3.1405910e-002
  1.2900000e+002  3.0000000e+002 -3.1143540e-002
  1.2900000e+002  3.3000000e+002 -3.1657830e-002
